,Time,User,Tweet
24,2023-04-08 10:27:22+00:00,DividendDDS,"Weekly Portfolio Update:
1) 4 shares $SCHD #dailyschdchallenge
2) 20 shares $SCHW
3) 1 share $LRCX
4) 10 shares $TSLA
5) STO $SHOP 4/6 50P @ $0.15 (1 contract)
6) Sold 25 shares $INTC (+28% profit; 128 shares remaining)
7) Dividends received: $LRCX ($1.73)"
25,2023-04-08 10:11:04+00:00,Beeken_health,$ABBV $ABC $BBY $CI $COP $CSCO $CVS $DELL $DVN $EBAY $EXPD $FOX $FOXA $GILD $HPQ $KLAC $LRCX $MCK $MMM $MO $MOS $MPC $NTR $NUE $QCOM - Magic Formula Dividend Portfolio For April https://t.co/dUPRP1hWEt
26,2023-04-08 10:09:27+00:00,VickiekScott1,"$lrcx,Top analyst target price for next week.📈📉🎯 https://t.co/3LwEpJBfv7"
27,2023-04-08 10:04:36+00:00,Beeken_health,$ABBV $ABC $BBY $CI $COP $CSCO $CVS $DELL $DVN $EBAY $EXPD $FOX $FOXA $GILD $HPQ $KLAC $LRCX $MCK $MMM $MO $MOS $MPC $NTR $NUE $QCOM - Magic Formula Dividend Portfolio For April https://t.co/TbvC2wf7f7
28,2023-04-08 08:58:01+00:00,Jones43979318,$lrcx  *Top analyst price target for next week..📈📉🚀  https://t.co/D05IQIVUy8
29,2023-04-08 08:57:45+00:00,Oliver12212790,$lrcx  *Top analyst price target for next week 📈📉🚀 https://t.co/Ni8p74Ih9Y
30,2023-04-08 08:21:03+00:00,devid40653480,$lrcx  *Top analyst price target for next week 📈📉🚀 https://t.co/omGq3aOoBH
31,2023-04-08 07:55:04+00:00,MURALIE622,"1000% almost half a mile here. You in our discord? We've been on fire!! 
https://t.co/NINXxMSIEd

$AAPL $AMZN $FB $NFLX $BTC $BIDU $BABA $TWTR $PINS $TLRY $HEXO $ACB $FDX $DKNG $DDD $LRCX $NVDA $band https://t.co/vmzUXOyw6f"
32,2023-04-08 07:33:27+00:00,GaryThomson16,"RT @i_Know_First: Algorithmic Trading Software Based on Predictive Analytics: Returns up to 82.26% in 3 Months
https://t.co/wdURaCBSwB

#nv…"
33,2023-04-08 07:33:11+00:00,GaryThomson16,"RT @i_Know_First: Stock Algorithm Based on Genetic Algorithms: Returns up to 91.78% in 3 Months
https://t.co/57vwN5S4nT

#nvda #avgo #asml…"
34,2023-04-08 07:32:42+00:00,GaryThomson14,"RT @i_Know_First: Stock Algorithm Based on Genetic Algorithms: Returns up to 91.78% in 3 Months
https://t.co/57vwN5S4nT

#nvda #avgo #asml…"
35,2023-04-08 07:32:27+00:00,GaryThomson14,"RT @i_Know_First: Algorithmic Trading Software Based on Predictive Analytics: Returns up to 82.26% in 3 Months
https://t.co/wdURaCBSwB

#nv…"
36,2023-04-08 07:31:31+00:00,fatherthinger,"RT @i_Know_First: Algorithmic Trading Software Based on Predictive Analytics: Returns up to 82.26% in 3 Months
https://t.co/wdURaCBSwB

#nv…"
37,2023-04-08 04:36:54+00:00,oishii_dai,"RT @oggiasia: 米国株決算日程(4月8日更新) ※気になる銘柄
$AA $AMGN $AWK $AXP $BA $BAC $BKR $BLK $CFR $CITI $CMG $CVX $DAL $DPZ $ELV $GD $GE $GM $GS $HAL $HES…"
38,2023-04-08 04:27:26+00:00,ranaresq,RT @playsmart9: I like $LRCX $ASML for upcoming next week results @MadMoneyOnCNBC @CNBCFastMoney @CathieDWood @timseymour @TicTocTick @GuyA…
39,2023-04-08 03:58:09+00:00,oggiasia,"米国株決算日程(4月8日更新) ※気になる銘柄
$AA $AMGN $AWK $AXP $BA $BAC $BKR $BLK $CFR $CITI $CMG $CVX $DAL $DPZ $ELV $GD $GE $GM $GS $HAL $HES $HIL $HON $HSY $JNJ $JPM $KO $LHX $LLY $LMT $LRCX $MCD $META $MMC $MO $MRK $MS $NFLX $NOC $NOW $PEP $PG $PM $RTX $SCHW $SNAP $T $UNH $V https://t.co/Xm4XGCbVD8"
40,2023-04-08 03:10:18+00:00,Jhonwic65,"1000% almost half a mile here. You in our discord? We've been on fire!! 

https://t.co/b8PtWWOJr0

$AAPL $AMZN $FB $NFLX $BABA $BIDU $MA $TWTR $PINS $TLRY $HEXO $ACB $FDX $DKNG $DDD $LRCX $NVDA $SOL https://t.co/793zBBWOLs"
41,2023-04-08 02:41:14+00:00,DavidSh19365573,RT @playsmart9: I like $LRCX $ASML for upcoming next week results @MadMoneyOnCNBC @CNBCFastMoney @CathieDWood @timseymour @TicTocTick @GuyA…
42,2023-04-08 02:35:22+00:00,TTaPlott,"RT @TaPlot: Composite rating of 99 with Vol $ average of $5M or more. Simple scan yields 53 names.
Top 30 sorted by EPS rating descending.…"
43,2023-04-08 02:32:27+00:00,TTaPlott,"RT @TaPlot: Semiconductor space has held up well.
A couple quick setting pivots are $adi and $lrcx
No intention to jumping back in just yet…"
44,2023-04-08 02:29:38+00:00,EllaDavila6,"$LRCX '''ALL THESE LEVELS POSTED AHEAD OF TIME BEFORE THE MARKET OPENED;- ---&gt;🚀
 https://t.co/rIgUWNA15q"
45,2023-04-08 01:17:59+00:00,NbYYLAz,RT @playsmart9: I like $LRCX $ASML for upcoming next week results @MadMoneyOnCNBC @CNBCFastMoney @CathieDWood @timseymour @TicTocTick @GuyA…
46,2023-04-08 00:50:30+00:00,gongxiphatcai,RT @playsmart9: I like $LRCX $ASML for upcoming next week results @MadMoneyOnCNBC @CNBCFastMoney @CathieDWood @timseymour @TicTocTick @GuyA…
47,2023-04-07 23:15:07+00:00,beeken_tech,$ABBV $ABC $BBY $CI $COP $CSCO $CVS $DELL $DVN $EBAY $EXPD $FOX $FOXA $GILD $HPQ $KLAC $LRCX $MCK $MMM $MO $MOS $MPC $NTR $NUE $QCOM - Magic Formula Dividend Portfolio For April https://t.co/uukBHPzuW6
48,2023-04-07 22:04:12+00:00,Tickeron,$LRCX enters bullish trend #LamResearch https://t.co/y82nFWE16G
49,2023-04-07 21:53:29+00:00,Tickeron,What is the difference between $INTC and $LRCX? Learn it. #Intel https://t.co/swyHuHDzBU https://t.co/wFhKspzDmX
50,2023-04-07 21:14:32+00:00,SukcMyFatDick,RT @playsmart9: I like $LRCX $ASML for upcoming next week results @MadMoneyOnCNBC @CNBCFastMoney @CathieDWood @timseymour @TicTocTick @GuyA…
51,2023-04-07 21:14:00+00:00,SkeetSkeet81,RT @playsmart9: I like $LRCX $ASML for upcoming next week results @MadMoneyOnCNBC @CNBCFastMoney @CathieDWood @timseymour @TicTocTick @GuyA…
52,2023-04-07 20:25:29+00:00,Dividend_Dreams,"April 2023 Holdings (Tech)

$MSFT - 50 shares
$AAPL - 40.9
$ADP - 2.2
$ACN - 1.7
$CTSH - 8.2
$ORCL - 2.5
$TSM - 14.8
$ADI - 3.4
$TXN - 3.6
$NVDA - 2.4
$MU - 8.5
$AVGO - 1
$QCOM - 4.8
$AMAT - 8.5
$KLAC - 2.7
$LRCX - 2.1
$TER - 6.1"
53,2023-04-07 20:18:14+00:00,iAmDa0ne,RT @playsmart9: I like $LRCX $ASML for upcoming next week results @MadMoneyOnCNBC @CNBCFastMoney @CathieDWood @timseymour @TicTocTick @GuyA…
54,2023-04-07 20:14:13+00:00,Grayson_Roze_,"RT @GraysonRoze: $LRCX making a nice breakout, backed by loads of strength out of semis 👌 https://t.co/0FPIUO9OKn"
55,2023-04-07 20:14:04+00:00,Grayson_Roze_,"RT @GraysonRoze: ""10 I'm Stalking"" this week: 

$AN - Autonation
$CARS - https://t.co/KDkvX4AqNw
$CNP - CenterPoint Energy
$CSX - CSX Corp.…"
56,2023-04-07 20:13:53+00:00,Grayson_Roze_,"RT @GraysonRoze: ""10 I'm Stalking"" this week: 

$AFL - Aflac, Inc.
$CCS - Century Communities
$DHI - DR Horton
$EFX - Equifax
$EVTC - Evert…"
57,2023-04-07 20:12:03+00:00,JohnKimLife,RT @playsmart9: I like $LRCX $ASML for upcoming next week results @MadMoneyOnCNBC @CNBCFastMoney @CathieDWood @timseymour @TicTocTick @GuyA…
58,2023-04-07 19:36:44+00:00,NineFruitsSpklg,RT @playsmart9: I like $LRCX $ASML for upcoming next week results @MadMoneyOnCNBC @CNBCFastMoney @CathieDWood @timseymour @TicTocTick @GuyA…
59,2023-04-07 19:36:31+00:00,LanceLeverage,RT @playsmart9: I like $LRCX $ASML for upcoming next week results @MadMoneyOnCNBC @CNBCFastMoney @CathieDWood @timseymour @TicTocTick @GuyA…
60,2023-04-07 19:35:02+00:00,stockresearchhq,"Lam Research Corporation $LRCX quarterly revenue growth rate YoY of 24.90% ranked

⭐⭐⭐

in our db. Not bad actually. https://t.co/pQ8DqLeXY3"
61,2023-04-07 19:33:25+00:00,PaigePe50382962,$lrcx Top analyst price target for next week-- https://t.co/E6DIYRZZZW
62,2023-04-07 19:30:54+00:00,TReal_Severus,RT @playsmart9: I like $LRCX $ASML for upcoming next week results @MadMoneyOnCNBC @CNBCFastMoney @CathieDWood @timseymour @TicTocTick @GuyA…
63,2023-04-07 19:30:41+00:00,TicTocTick,RT @playsmart9: I like $LRCX $ASML for upcoming next week results @MadMoneyOnCNBC @CNBCFastMoney @CathieDWood @timseymour @TicTocTick @GuyA…
64,2023-04-07 19:29:08+00:00,playsmart9,I like $LRCX $ASML for upcoming next week results @MadMoneyOnCNBC @CNBCFastMoney @CathieDWood @timseymour @TicTocTick @GuyAdami @RedDogT3 $NVDA $TSM $MU $KLAC $AAPL https://t.co/usDQnt2huI
65,2023-04-07 19:19:55+00:00,playsmart9,@ChipsSaas Do you know what time $TSM reports Monday? You have any thoughts on $LRCX earnings?
66,2023-04-07 18:40:08+00:00,fundamentalsbot,"Lam Research Corporation's quarterly revenue growth rate YoY of 24.90% ranked 1132 out of 5744 companies in our database. 

https://t.co/xHQqI6mruL $LRCX

🚀🚀🚀🚀🚀 https://t.co/BbM79afIU2"
67,2023-04-07 18:37:13+00:00,rrdas,"Unemployment: 3.5%
CPI: 6%
Rate: 5%
$SIVB $SBNY $CS disappear in Q1.

Bank Q1-ER next to see $XLF $KRE $KBE $XHB $FRC

Samsung see Chip Glut, profit 14 year low, cut production.  

Cyclical Semi $TSM $INTC $AMD $NVDA $QCOM $ASML $LRCX $AMAT $MU $NXPI $ON &amp; $QQQ $SPY $SMH see GLUT"
68,2023-04-07 18:15:04+00:00,marketcycles,$LRCX | Lam Research $$LRCX Pivots Trading Plans and Risk Controls (LRCX) https://t.co/I4nxh9GDbS https://t.co/LL4ibV6E1C
69,2023-04-07 18:09:42+00:00,CheeKuanNg,"RT @LarryCheungCFA: So, not only are the non-FAAMG stocks weak (aka the other 490 companies in the S&amp;P 500), the FAAMG stocks themselves ar…"
70,2023-04-07 17:34:33+00:00,Jhonwic65,"1000% almost half a mile here. You in our discord? We've been on fire!! 

https://t.co/b8PtWWOJr0

$AAPL $AMZN $FB $NFLX $BABA $BIDU $MA $TWTR $PINS $TLRY $HEXO $ACB $FDX $DKNG $DDD $LRCX $NVDA $SOL https://t.co/yN5af3FTTy"
71,2023-04-07 17:22:39+00:00,RuthJOlson1,"$lrcx Top analyst price target for next week,,,,&gt;~
 https://t.co/tSKukv35xz"
72,2023-04-07 16:52:13+00:00,KellyMi20165561,$lrcx  *Top analyst price target for next week..📈📉🚀  https://t.co/FMiAwFijNv
73,2023-04-07 16:10:55+00:00,Anita58974246,$lrcx  *Top analyst price target for next week..📈📉🚀  https://t.co/o7s4acEGOI
74,2023-04-07 15:26:42+00:00,BeekenIndustri,$ABBV $ABC $BBY $CI $COP $CSCO $CVS $DELL $DVN $EBAY $EXPD $FOX $FOXA $GILD $HPQ $KLAC $LRCX $MCK $MMM $MO $MOS $MPC $NTR $NUE $QCOM - Magic Formula Dividend Portfolio For April https://t.co/8a6gL2kKG9
75,2023-04-07 15:19:17+00:00,BeekenIndustri,$ABBV $ABC $BBY $CI $COP $CSCO $CVS $DELL $DVN $EBAY $EXPD $FOX $FOXA $GILD $HPQ $KLAC $LRCX $MCK $MMM $MO $MOS $MPC $NTR $NUE $QCOM - Magic Formula Dividend Portfolio For April https://t.co/w4aR9T2uoW
76,2023-04-07 15:16:40+00:00,Beeken_health,$ABBV $ABC $BBY $CI $COP $CSCO $CVS $DELL $DVN $EBAY $EXPD $FOX $FOXA $GILD $HPQ $KLAC $LRCX $MCK $MMM $MO $MOS $MPC $NTR $NUE $QCOM - Magic Formula Dividend Portfolio For April https://t.co/CzHnWy58HK
77,2023-04-07 15:10:41+00:00,BeekenIndustri,$ABBV $ABC $BBY $CI $COP $CSCO $CVS $DELL $DVN $EBAY $EXPD $FOX $FOXA $GILD $HPQ $KLAC $LRCX $MCK $MMM $MO $MOS $MPC $NTR $NUE $QCOM - Magic Formula Dividend Portfolio For April https://t.co/I5UeBBMAuc
78,2023-04-07 15:08:40+00:00,beeken_tech,$ABBV $ABC $BBY $CI $COP $CSCO $CVS $DELL $DVN $EBAY $EXPD $FOX $FOXA $GILD $HPQ $KLAC $LRCX $MCK $MMM $MO $MOS $MPC $NTR $NUE $QCOM - Magic Formula Dividend Portfolio For April https://t.co/XizpjbQ6HS
79,2023-04-07 15:08:40+00:00,Beeken_health,$ABBV $ABC $BBY $CI $COP $CSCO $CVS $DELL $DVN $EBAY $EXPD $FOX $FOXA $GILD $HPQ $KLAC $LRCX $MCK $MMM $MO $MOS $MPC $NTR $NUE $QCOM - Magic Formula Dividend Portfolio For April https://t.co/bD49tYKiVP
80,2023-04-07 15:02:29+00:00,JorgeMccarty4,$lrcx Top analyst price target for next week- https://t.co/uqsI7ybAbn
81,2023-04-07 14:36:57+00:00,PetterTrade,$LRCX Awaiting Buy Signal based off 56 signals on the 15-min chart. Free trial at https://t.co/zfbFwkuBmu https://t.co/TUBVxT9RqA
82,2023-04-07 14:15:41+00:00,leahal198,"RT @Quartr_App: Are you familiar with $LRCX? Founded in 1980, Lam Research's mission is to ""drive semiconductor breakthroughs that define t…"
83,2023-04-07 13:50:27+00:00,LarryCheungCFA,"So, not only are the non-FAAMG stocks weak (aka the other 490 companies in the S&amp;P 500), the FAAMG stocks themselves are well overbought

And other companies which serve as key leading indicators such as $AVGO $SOXX $AMAT $LRCX are no longer participating in the rally like FAAMG"
84,2023-04-07 12:59:18+00:00,dawszein,RT @SkeleCap: @BuddyYakov @cthorm Yakov I swear to Jeebus if you get $AMAT $LRCX $KLAC and $MKSI nationalized I will be so mad
85,2023-04-07 11:53:04+00:00,TinaBai99786460,$lrcx *Top analyst price target for next week..📈📉🚀  https://t.co/QpLTfsurBe
86,2023-04-07 11:11:37+00:00,vontuchman,"Tässä lista suoritinkomponentteja valmistavista yrityksistä. Omassa salkussa näistä $ASML, $AMAT, $LRCX. Ja lisäksi $INTC ja $TSM. Yhteensä kaikki nämä noin 15% salkusta (loput muuta teknologiaa ja bondeja).

11/ https://t.co/j9HmRy1SY8"
87,2023-04-07 11:06:40+00:00,Pippa01525057,$lrcx *Top analyst price target for next week..📈📉🚀  https://t.co/eSfPP9zPoR
88,2023-04-07 10:03:38+00:00,BaileyT71327210,$lrcx Top analyst price target for next week-- https://t.co/Up0zRSHerf
89,2023-04-07 07:26:32+00:00,scolpmaster1,"RT @ScalpMaster1: Long Watches: $ZIM, $ALC, $NTES, $LOW! Short Watches: $LRCX, $ETSY, $AMAT, $MU, $COIN, $CCL!"
90,2023-04-07 07:25:05+00:00,scolpmaster1,"RT @ScalpMaster1: Long Watches: $PANW, $LRCX, $ETSY, $AMD, $CROX, $MU! Short Watches: $WSM, $NTES! Backups: $GPS, $MCD, $FL, $DIS, $BIDU!"
91,2023-04-07 06:44:51+00:00,wayne7k,Was a sweat holding $LRCX longs through bullish put credit spreads. Held onto them with @FWTrader  Voodoo snowline https://t.co/6H56vGeNxy
92,2023-04-07 03:59:33+00:00,Jhonwic65,"1000% almost half a mile here. You in our discord? We've been on fire!! 

https://t.co/b8PtWWOJr0

$AAPL $AMZN $FB $NFLX $BABA $BIDU $MA $TWTR $PINS $TLRY $HEXO $ACB $FDX $DKNG $DDD $LRCX $NVDA $SOL https://t.co/XHuS0pSU9K"
93,2023-04-07 03:57:58+00:00,EIiteOpti0ns2,"RT @EliteOptions2: $TSLA - Above 207 - Trade Idea 💡 - Apr 7 215C

Closed at 207.46

TSLA can test 216 this week if it can break above 207…"
94,2023-04-07 03:57:55+00:00,EIiteOpti0ns2,"RT @EliteOptions2: $NVDA - Above 277 - Trade Idea 💡 - Apr 7 285C

Closed at 277.77

NVDA above 277 can run to 289 next

If NVDA closes thro…"
95,2023-04-07 03:51:41+00:00,EIiteOpti0ns2,"RT @EliteOptions2: $NVDA - Above 258 - Trade Idea 💡 - Mar 24 265C

Closed at 257.25

If NVDA can continue to base above 253 this week it ca…"
96,2023-04-07 03:27:47+00:00,ChunniusaRambo,"MU: Chips production Cut.
Samsung production Cut.
sharp global downturn in semiconductor demand.
TXN?
TSM?
APPLE?
KLR?
LRCX? Or
ASML? 
Current prices plummeting but after production cut expect huge price up.
SOX to rally hard."
97,2023-04-07 03:01:39+00:00,stock_illumi,"$LRCX   Top analyst price target for next week.......&gt;🚀💸💰
https://t.co/nT2sc8Ut88"
98,2023-04-07 02:32:04+00:00,fundamentalsbot,"Lam Research Corporation's quarterly revenue growth rate YoY of 24.90% ranked 1132 out of 5744 companies in our database. 

https://t.co/xHQqI6mruL $LRCX

🚀🚀🚀🚀🚀 https://t.co/AJjuT7Gx5H"
99,2023-04-07 01:47:40+00:00,Miranda31290854,"“The stock market is never obvious. It is designed to fool most of the people most of the time.” ~Jesse Livermore

https://t.co/vFSef4NdXd

$AAPL $AMZN $FB $BABA $BIDU $BA $TWTR $ACB $FDX $DKNG $DDD $LRCX $NVDA $AMD https://t.co/rwQe5bw3RU"
100,2023-04-07 01:31:49+00:00,King10Stock,"Futures are weak this morning of the news that Russian soldiers are continuing to advance in Ukraine. 
https://t.co/xkOQeBOaGq

$AAPL $AMZN $FB $NFLX $BABA $BIDU $TSLA $TWTR $PINS $TLRY $HEXO $ACB $FDX $DKNG $DDD $LRCX $NVDA $AMD https://t.co/7WlLpcY11G"
101,2023-04-07 01:00:39+00:00,Gold_prediction,"Algorithmic Trading Software Based on Predictive Analytics: Returns up to 82.26% in 3 Months
https://t.co/KrL7bPQ1Rk

#nvda #asml #smsi #avgo #cdns #mu #lrcx #amat #amd #entg #computerstocks #stocks #stockmarket #stocktrading #investing #stockforecast #stockmarketpredictions https://t.co/yR4UeO0osf"
102,2023-04-07 01:00:38+00:00,IKFAdvisors,"Algorithmic Trading Software Based on Predictive Analytics: Returns up to 82.26% in 3 Months
https://t.co/yK8AwBhQB0

#nvda #asml #smsi #avgo #cdns #mu #lrcx #amat #amd #entg #computerstocks #stocks #stockmarket #stocktrading #investing #stockforecast #stockmarketpredictions https://t.co/fHbZW9YfEi"
103,2023-04-07 01:00:38+00:00,IKFResearch,"Algorithmic Trading Software Based on Predictive Analytics: Returns up to 82.26% in 3 Months
https://t.co/B3dkDPOZMl

#nvda #asml #smsi #avgo #cdns #mu #lrcx #amat #amd #entg #computerstocks #stocks #stockmarket #stocktrading #investing #stockforecast #stockmarketpredictions https://t.co/tGz3FQpGme"
104,2023-04-07 01:00:18+00:00,iknowfirst,"Algorithmic Trading Software Based on Predictive Analytics: Returns up to 82.26% in 3 Months
https://t.co/boipyJmQKr

#nvda #asml #smsi #avgo #cdns #mu #lrcx #amat #amd #entg #computerstocks #stocks #stockmarket #stocktrading #investing #stockforecast #stockmarketpredictions https://t.co/7WqzdYBCxm"
105,2023-04-07 01:00:18+00:00,i_Know_First,"Algorithmic Trading Software Based on Predictive Analytics: Returns up to 82.26% in 3 Months
https://t.co/wdURaCBSwB

#nvda #asml #smsi #avgo #cdns #mu #lrcx #amat #amd #entg #computerstocks #stocks #stockmarket #stocktrading #investing #stockforecast #stockmarketpredictions https://t.co/cW5gpAU6Va"
106,2023-04-07 00:50:15+00:00,b17don,RT @vnkumarvnk: Didn't get a chance to check market after closing out my puts this mrng .. let's see tonight! Who's ready to checkout optio…
107,2023-04-07 00:34:37+00:00,twomore27,"@christianjjjp @gurgavin It’s because they finally cut capex, we’re flooding the market before while customer inventories where elevated. Also why $MU &amp;$LRCX is up today"
108,2023-04-07 00:20:58+00:00,pradeepln,RT @vnkumarvnk: Didn't get a chance to check market after closing out my puts this mrng .. let's see tonight! Who's ready to checkout optio…
109,2023-04-06 23:42:09+00:00,SkeleCap,@BuddyYakov @cthorm Yakov I swear to Jeebus if you get $AMAT $LRCX $KLAC and $MKSI nationalized I will be so mad
110,2023-04-06 23:17:00+00:00,vnkumarvnk,"Didn't get a chance to check market after closing out my puts this mrng .. let's see tonight! Who's ready to checkout options flow data and charts? 
100 ❤️ and retweets if you are ready for it.

$SPY $QQQ $IWM $AAPL $AMZN $TSLA $META $GOOGL $SQ $SE $AMD $NVDA $MU $LRCX $GME $AMC"
111,2023-04-06 23:05:42+00:00,thinkinggyoza,LRCXがクローズ後にめちゃくちゃ売られてる？？-18%とか何？バグ？ https://t.co/Jo7g5kkveA
112,2023-04-06 21:32:56+00:00,Tickeron,$INTC vs. $LRCX: what will be the best investment? #Intel https://t.co/7vxz0oK0p1 https://t.co/6TQwpqCs0g
113,2023-04-06 20:36:26+00:00,DN4CTvL8wfHhU7K,@My_online_card Lrcx اخر عقد نزلته
114,2023-04-06 20:09:45+00:00,al_khaldi0,"@My_online_card Lrcx 
Nflx"
115,2023-04-06 19:06:45+00:00,PetterTrade,$LRCX Awaiting Buy Signal based off21  signals on the 15-min chart. Free trial at https://t.co/zfbFwkuBmu https://t.co/UG1gYhFL6g
116,2023-04-06 18:27:53+00:00,ScottnearSMF,"RT @MITickWatcher: Today Top Flow in #NASDAQ #NASDAQ100, Buy Flow &amp; Sell Flow $TSLA $LRCX $MU $GOOGL $MRNA $LULU $MELI $CSX $AMGN $NVDA $AA…"
117,2023-04-06 17:16:42+00:00,lukedowney,"RT @mapsignals: #Markets remain under pressure as #recession fears swirl.

We're seeing #inflows into 3 #defensive groups.

Today @LukeDown…"
118,2023-04-06 17:13:59+00:00,mapsignals,"#Markets remain under pressure as #recession fears swirl.

We're seeing #inflows into 3 #defensive groups.

Today @LukeDowney covers the #data and showcases one top-ranked #stock

$BMI $IWM $XLU $SPY #ETF $XLV $XLP $LRCX 

https://t.co/OhtUJe0yTz"
119,2023-04-06 17:05:19+00:00,sweety73317513,"$ASR Top analyst price target for next week📈📉..🚀
https://t.co/pXlnDwTF0P

$LRCX Top analyst price target for next week&gt;💸💰
https://t.co/pXlnDwTF0P"
120,2023-04-06 16:44:26+00:00,ChartsCigars,RT @TMoney_CCC: $LRCX 217% profit https://t.co/hqCq00mGg9
